id,make,model,year,fuelType,horsePower,cylinders,driveTrain,numDoors,size,style,highwayMpg,cityMpg,msrp
2729,GMC,Sierra 1500 Classic,2007,regular unleaded,195,6,rear wheel drive,4,Large,Extended Cab Pickup,20,14,28760
2730,GMC,Sierra 1500 Classic,2007,regular unleaded,295,8,rear wheel drive,4,Large,Extended Cab Pickup,19,14,24890
2731,GMC,Sierra 1500 Classic,2007,regular unleaded,285,8,four wheel drive,2,Large,Regular Cab Pickup,18,14,26915
2732,GMC,Sierra 1500 Classic,2007,regular unleaded,285,8,four wheel drive,4,Large,Crew Cab Pickup,18,14,21870
2733,GMC,Sierra 1500 Classic,2007,regular unleaded,345,8,all wheel drive,4,Large,Crew Cab Pickup,16,13,33000
2734,GMC,Sierra 1500 Hybrid,2011,regular unleaded,332,8,rear wheel drive,4,Large,Crew Cab Pickup,23,20,40200
2735,GMC,Sierra 1500 Hybrid,2011,regular unleaded,332,8,four wheel drive,4,Large,Crew Cab Pickup,23,20,38200
2736,GMC,Sierra 1500 Hybrid,2012,regular unleaded,332,8,rear wheel drive,4,Large,Crew Cab Pickup,23,20,32700
2737,GMC,Sierra 1500 Hybrid,2012,regular unleaded,332,8,four wheel drive,4,Large,Crew Cab Pickup,23,20,30700
2738,GMC,Sierra 1500 Hybrid,2013,regular unleaded,332,8,four wheel drive,4,Large,Crew Cab Pickup,23,20,43100
2739,GMC,Sierra 1500 Hybrid,2013,regular unleaded,332,8,rear wheel drive,4,Large,Crew Cab Pickup,23,20,35000
2740,GMC,Sierra 1500,2015,regular unleaded,355,8,rear wheel drive,4,Large,Crew Cab Pickup,23,16,35400
2741,GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,four wheel drive,4,Large,Crew Cab Pickup,22,17,41300
2742,GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,rear wheel drive,4,Large,Extended Cab Pickup,24,18,52970
2743,GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,four wheel drive,2,Large,Regular Cab Pickup,22,17,43500
2744,GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,rear wheel drive,4,Large,Crew Cab Pickup,24,18,31050
2745,GMC,Sierra 1500,2015,regular unleaded,355,8,four wheel drive,4,Large,Crew Cab Pickup,22,16,33050
2746,GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,four wheel drive,4,Large,Extended Cab Pickup,22,17,43300
2747,GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,rear wheel drive,2,Large,Regular Cab Pickup,24,18,33400
2748,GMC,Sierra 1500,2015,regular unleaded,355,8,rear wheel drive,4,Large,Extended Cab Pickup,23,16,53235
2749,GMC,Sierra 1500,2015,regular unleaded,355,8,four wheel drive,4,Large,Extended Cab Pickup,22,16,33310
2750,GMC,Sierra 1500,2016,regular unleaded,355,8,four wheel drive,4,Large,Crew Cab Pickup,22,16,41525
2751,GMC,Sierra 1500,2016,flex-fuel (unleaded/E85),285,6,rear wheel drive,4,Large,Crew Cab Pickup,24,18,33625
2752,GMC,Sierra 1500,2016,flex-fuel (unleaded/E85),285,6,rear wheel drive,2,Large,Regular Cab Pickup,24,18,31160
2753,GMC,Sierra 1500,2016,regular unleaded,355,8,rear wheel drive,4,Large,Crew Cab Pickup,23,16,45205
2754,GMC,Sierra 1500,2016,regular unleaded,355,8,four wheel drive,4,Large,Extended Cab Pickup,22,16,35775
2755,GMC,Sierra 1500,2016,flex-fuel (unleaded/E85),285,6,four wheel drive,4,Large,Crew Cab Pickup,22,17,43675
2756,GMC,Sierra 1500,2016,regular unleaded,355,8,rear wheel drive,4,Large,Extended Cab Pickup,23,16,22295
2757,GMC,Sierra 1500,2016,flex-fuel (unleaded/E85),285,6,four wheel drive,2,Large,Regular Cab Pickup,22,17,26160
2758,GMC,Sierra 1500,2016,flex-fuel (unleaded/E85),285,6,rear wheel drive,4,Large,Extended Cab Pickup,24,18,23830
2759,GMC,Sierra 1500,2016,flex-fuel (unleaded/E85),285,6,four wheel drive,4,Large,Extended Cab Pickup,22,17,22315
2760,GMC,Sierra 1500,2017,regular unleaded,355,8,rear wheel drive,4,Large,Crew Cab Pickup,23,16,25730
2761,GMC,Sierra 1500,2017,regular unleaded,355,8,rear wheel drive,4,Large,Crew Cab Pickup,22,16,20490
2762,GMC,Sierra 1500,2017,regular unleaded,355,8,four wheel drive,4,Large,Extended Cab Pickup,22,16,25160
2763,GMC,Sierra 1500,2017,flex-fuel (unleaded/E85),285,6,rear wheel drive,4,Large,Extended Cab Pickup,24,18,26460
2764,GMC,Sierra 1500,2017,flex-fuel (unleaded/E85),285,6,rear wheel drive,2,Large,Regular Cab Pickup,24,18,22615
2765,GMC,Sierra 1500,2017,regular unleaded,355,8,four wheel drive,4,Large,Crew Cab Pickup,22,16,23160
2766,GMC,Sierra 1500,2017,flex-fuel (unleaded/E85),285,6,four wheel drive,2,Large,Regular Cab Pickup,22,17,26575
2767,GMC,Sierra 1500,2017,flex-fuel (unleaded/E85),285,6,four wheel drive,4,Large,Extended Cab Pickup,22,17,19910
2768,GMC,Sierra 1500,2017,flex-fuel (unleaded/E85),285,6,four wheel drive,4,Large,Crew Cab Pickup,22,17,26030
2769,GMC,Sierra 1500,2017,regular unleaded,355,8,four wheel drive,4,Large,Crew Cab Pickup,20,15,19610
2770,GMC,Sierra 1500,2017,flex-fuel (unleaded/E85),285,6,rear wheel drive,4,Large,Crew Cab Pickup,24,18,22595
2771,GMC,Sierra 1500,2017,regular unleaded,355,8,rear wheel drive,4,Large,Extended Cab Pickup,23,16,25460
2772,GMC,Sierra 1500HD,2006,regular unleaded,300,8,four wheel drive,4,Large,Crew Cab Pickup,16,13,28975
2773,GMC,Sierra 1500HD,2006,regular unleaded,300,8,rear wheel drive,4,Large,Crew Cab Pickup,18,13,23285
2774,GMC,Sierra C3,2001,regular unleaded,325,8,all wheel drive,4,Large,Extended Cab Pickup,13,10,29275
2775,GMC,Sierra Classic 1500,1999,regular unleaded,200,8,rear wheel drive,3,Large,Extended Cab Pickup,17,13,22985
2776,GMC,Sierra Classic 1500,1999,regular unleaded,200,8,four wheel drive,3,Large,Extended Cab Pickup,16,12,4508
2777,GMC,Sonoma,2002,regular unleaded,190,6,rear wheel drive,2,Compact,Regular Cab Pickup,20,15,5691
2778,GMC,Sonoma,2002,flex-fuel (unleaded/E85),120,4,rear wheel drive,2,Compact,Regular Cab Pickup,25,19,5860
2779,GMC,Sonoma,2002,regular unleaded,190,6,four wheel drive,3,Compact,Extended Cab Pickup,18,14,45090
2780,GMC,Sonoma,2002,flex-fuel (unleaded/E85),120,4,rear wheel drive,3,Compact,Extended Cab Pickup,23,17,34205
2781,GMC,Sonoma,2002,flex-fuel (unleaded/E85),120,4,rear wheel drive,3,Compact,Extended Cab Pickup,25,19,35310
2782,GMC,Sonoma,2002,regular unleaded,190,6,four wheel drive,4,Compact,Crew Cab Pickup,18,14,36555
2783,GMC,Sonoma,2002,flex-fuel (unleaded/E85),120,4,rear wheel drive,2,Compact,Regular Cab Pickup,23,17,55305
2784,GMC,Sonoma,2002,regular unleaded,190,6,four wheel drive,3,Compact,Extended Cab Pickup,16,12,43785
2785,GMC,Sonoma,2003,flex-fuel (unleaded/E85),120,4,rear wheel drive,2,Compact,Regular Cab Pickup,25,19,39310
2786,GMC,Sonoma,2003,flex-fuel (unleaded/E85),120,4,rear wheel drive,3,Compact,Extended Cab Pickup,25,19,30975
2787,GMC,Sonoma,2003,regular unleaded,190,6,four wheel drive,4,Compact,Crew Cab Pickup,18,14,39485
2788,GMC,Sonoma,2003,regular unleaded,190,6,four wheel drive,3,Compact,Extended Cab Pickup,17,12,31320
2789,GMC,Sonoma,2003,flex-fuel (unleaded/E85),120,4,rear wheel drive,2,Compact,Regular Cab Pickup,23,17,33515
2790,GMC,Suburban,1997,regular unleaded,255,8,rear wheel drive,4,Large,4dr SUV,17,12,52545
2791,GMC,Suburban,1997,regular unleaded,255,8,four wheel drive,4,Large,4dr SUV,15,11,35360
2792,GMC,Suburban,1998,regular unleaded,255,8,rear wheel drive,4,Large,4dr SUV,17,12,37665
2793,GMC,Suburban,1999,regular unleaded,255,8,rear wheel drive,4,Large,4dr SUV,17,12,39610
2794,GMC,Syclone,1991,regular unleaded,280,6,all wheel drive,2,Compact,Regular Cab Pickup,16,13,36055
2795,GMC,Terrain,2015,regular unleaded,182,4,front wheel drive,4,Compact,4dr SUV,32,22,26030
2796,GMC,Terrain,2015,regular unleaded,182,4,all wheel drive,4,Compact,4dr SUV,29,20,51585
2797,GMC,Terrain,2016,regular unleaded,182,4,front wheel drive,4,Compact,4dr SUV,32,22,49120
2798,GMC,Terrain,2016,regular unleaded,182,4,all wheel drive,4,Compact,4dr SUV,29,20,31625
2799,GMC,Terrain,2017,regular unleaded,182,4,all wheel drive,4,Compact,4dr SUV,28,20,46140
2800,GMC,Terrain,2017,regular unleaded,182,4,front wheel drive,4,Compact,4dr SUV,31,21,33655
2801,GMC,Typhoon,1992,regular unleaded,285,6,all wheel drive,2,Compact,2dr SUV,17,14,49420
2802,GMC,Typhoon,1993,regular unleaded,285,6,all wheel drive,2,Compact,2dr SUV,17,13,37630
2803,GMC,Vandura,1994,regular unleaded,200,6,rear wheel drive,3,Midsize,Cargo Van,20,15,41970
2804,GMC,Vandura,1994,regular unleaded,165,6,rear wheel drive,3,Midsize,Cargo Van,20,15,34745
2805,GMC,Vandura,1994,regular unleaded,165,6,rear wheel drive,3,Compact,Cargo Van,20,15,51885
2806,GMC,Vandura,1994,regular unleaded,200,8,rear wheel drive,3,Large,Cargo Van,16,12,30675
2807,GMC,Vandura,1995,regular unleaded,165,6,rear wheel drive,3,Midsize,Cargo Van,20,15,41670
2808,GMC,Vandura,1995,regular unleaded,165,6,rear wheel drive,3,Midsize,Cargo Van,15,13,52845
2809,GMC,Vandura,1995,regular unleaded,165,6,rear wheel drive,3,Compact,Cargo Van,20,15,41840
2810,GMC,Yukon Denali,2000,regular unleaded,255,8,four wheel drive,4,Large,4dr SUV,15,11,26330
2811,GMC,Yukon Hybrid,2011,regular unleaded,332,8,four wheel drive,4,Large,4dr SUV,23,20,30090
2812,GMC,Yukon Hybrid,2011,regular unleaded,332,8,rear wheel drive,4,Large,4dr SUV,23,20,31200
2813,GMC,Yukon Hybrid,2012,regular unleaded,332,8,four wheel drive,4,Large,4dr SUV,23,20,32545
2814,GMC,Yukon Hybrid,2012,regular unleaded,332,8,rear wheel drive,4,Large,4dr SUV,23,20,55010
2815,GMC,Yukon Hybrid,2013,regular unleaded,332,8,rear wheel drive,4,Large,4dr SUV,23,20,42735
2816,GMC,Yukon Hybrid,2013,regular unleaded,332,8,four wheel drive,4,Large,4dr SUV,23,20,35045
2817,GMC,Yukon XL,2015,flex-fuel (unleaded/E85),355,8,four wheel drive,4,Large,4dr SUV,22,15,37815
2818,GMC,Yukon XL,2015,flex-fuel (unleaded/E85),355,8,rear wheel drive,4,Large,4dr SUV,23,16,40050
2819,GMC,Yukon XL,2015,premium unleaded (recommended),420,8,rear wheel drive,4,Large,4dr SUV,21,15,31185
2820,GMC,Yukon XL,2015,premium unleaded (recommended),420,8,four wheel drive,4,Large,4dr SUV,20,14,53775
2821,GMC,Yukon XL,2016,flex-fuel (unleaded/E85),355,8,rear wheel drive,4,Large,4dr SUV,23,16,37140
2822,GMC,Yukon XL,2016,flex-fuel (unleaded/E85),355,8,four wheel drive,4,Large,4dr SUV,22,15,26540
2823,GMC,Yukon XL,2016,premium unleaded (recommended),420,8,rear wheel drive,4,Large,4dr SUV,22,15,30600
2824,GMC,Yukon XL,2016,premium unleaded (recommended),420,8,four wheel drive,4,Large,4dr SUV,20,14,52815
2825,GMC,Yukon XL,2017,flex-fuel (unleaded/E85),355,8,four wheel drive,4,Large,4dr SUV,22,15,53475
2826,GMC,Yukon XL,2017,premium unleaded (recommended),420,8,rear wheel drive,4,Large,4dr SUV,22,15,56235
2827,GMC,Yukon XL,2017,premium unleaded (recommended),420,8,four wheel drive,4,Large,4dr SUV,20,14,40070
2828,GMC,Yukon XL,2017,flex-fuel (unleaded/E85),355,8,rear wheel drive,4,Large,4dr SUV,23,16,50050
2829,GMC,Yukon,2015,flex-fuel (unleaded/E85),355,8,four wheel drive,4,Large,4dr SUV,22,16,31905
2830,GMC,Yukon,2015,flex-fuel (unleaded/E85),355,8,rear wheel drive,4,Large,4dr SUV,23,16,35330
2831,GMC,Yukon,2015,premium unleaded (recommended),420,8,rear wheel drive,4,Large,4dr SUV,21,15,26840
2832,GMC,Yukon,2015,premium unleaded (recommended),420,8,four wheel drive,4,Large,4dr SUV,21,14,34165
2833,GMC,Yukon,2016,premium unleaded (recommended),420,8,rear wheel drive,4,Large,4dr SUV,22,15,58885
2834,GMC,Yukon,2016,flex-fuel (unleaded/E85),355,8,four wheel drive,4,Large,4dr SUV,22,16,35895
2835,GMC,Yukon,2016,premium unleaded (recommended),420,8,four wheel drive,4,Large,4dr SUV,21,15,35870
2836,GMC,Yukon,2016,flex-fuel (unleaded/E85),355,8,rear wheel drive,4,Large,4dr SUV,23,16,62310
2837,GMC,Yukon,2017,premium unleaded (recommended),420,8,four wheel drive,4,Large,4dr SUV,20,15,34790
2838,GMC,Yukon,2017,flex-fuel (unleaded/E85),355,8,rear wheel drive,4,Large,4dr SUV,23,16,43490
2839,GMC,Yukon,2017,flex-fuel (unleaded/E85),355,8,four wheel drive,4,Large,4dr SUV,22,16,32210
2840,GMC,Yukon,2017,premium unleaded (recommended),420,8,rear wheel drive,4,Large,4dr SUV,22,15,36565
2841,Honda,Accord Crosstour,2010,regular unleaded,271,6,all wheel drive,4,Midsize,4dr Hatchback,25,17,31485
2842,Honda,Accord Crosstour,2010,regular unleaded,271,6,front wheel drive,4,Midsize,4dr Hatchback,27,18,40365
2843,Honda,Accord Crosstour,2011,regular unleaded,271,6,front wheel drive,4,Midsize,4dr Hatchback,27,18,33055
2844,Honda,Accord Crosstour,2011,regular unleaded,271,6,all wheel drive,4,Midsize,4dr Hatchback,26,18,38215
2845,Honda,Accord Hybrid,2014,regular unleaded,195,4,front wheel drive,4,Midsize,Sedan,45,50,40065
2846,Honda,Accord Hybrid,2015,regular unleaded,196,4,front wheel drive,4,Midsize,Sedan,45,50,42725
2847,Honda,Accord Hybrid,2017,regular unleaded,212,4,front wheel drive,4,Midsize,Sedan,47,49,31710
2848,Honda,Accord Plug-In Hybrid,2014,regular unleaded,196,4,front wheel drive,4,Midsize,Sedan,46,47,45845
2849,Honda,Accord,2015,regular unleaded,278,6,front wheel drive,2,Midsize,Coupe,28,18,38325
2850,Honda,Accord,2015,regular unleaded,278,6,front wheel drive,4,Midsize,Sedan,34,21,50350
2851,Honda,Accord,2015,regular unleaded,278,6,front wheel drive,2,Midsize,Coupe,32,21,42425
2852,Honda,Accord,2015,regular unleaded,185,4,front wheel drive,2,Midsize,Coupe,34,24,55940
2853,Honda,Accord,2015,regular unleaded,185,4,front wheel drive,2,Midsize,Coupe,35,26,42425
2854,Honda,Accord,2015,regular unleaded,185,4,front wheel drive,4,Midsize,Sedan,36,27,34025
2855,Honda,Accord,2015,regular unleaded,189,4,front wheel drive,4,Midsize,Sedan,35,26,40635
2856,Honda,Accord,2015,regular unleaded,185,4,front wheel drive,4,Midsize,Sedan,34,24,38250
2857,Honda,Accord,2015,regular unleaded,189,4,front wheel drive,4,Midsize,Sedan,34,24,35630
2858,Honda,Accord,2016,regular unleaded,278,6,front wheel drive,4,Midsize,Sedan,34,21,52515
2859,Honda,Accord,2016,regular unleaded,185,4,front wheel drive,4,Midsize,Sedan,37,27,44540
2860,Honda,Accord,2016,regular unleaded,185,4,front wheel drive,2,Midsize,Coupe,35,26,46895
2861,Honda,Accord,2016,regular unleaded,189,4,front wheel drive,4,Midsize,Sedan,35,26,31710
2862,Honda,Accord,2016,regular unleaded,189,4,front wheel drive,4,Midsize,Sedan,34,23,51310
2863,Honda,Accord,2016,regular unleaded,185,4,front wheel drive,4,Midsize,Sedan,34,23,56260
2864,Honda,Accord,2016,regular unleaded,185,4,front wheel drive,2,Midsize,Coupe,34,23,40070
2865,Honda,Accord,2016,regular unleaded,278,6,front wheel drive,2,Midsize,Coupe,28,18,59600
2866,Honda,Accord,2016,regular unleaded,278,6,front wheel drive,2,Midsize,Coupe,32,21,48325
2867,Honda,Accord,2017,regular unleaded,189,4,front wheel drive,4,Midsize,Sedan,34,26,40365
2868,Honda,Accord,2017,regular unleaded,185,4,front wheel drive,2,Midsize,Coupe,32,23,46895
2869,Honda,Accord,2017,regular unleaded,185,4,front wheel drive,2,Midsize,Coupe,34,26,26540
2870,Honda,Accord,2017,regular unleaded,185,4,front wheel drive,4,Midsize,Sedan,32,23,36565
2871,Honda,Accord,2017,regular unleaded,278,6,front wheel drive,4,Midsize,Sedan,33,21,31905
2872,Honda,Accord,2017,regular unleaded,185,4,front wheel drive,4,Midsize,Sedan,36,27,44540
2873,Honda,Accord,2017,regular unleaded,278,6,front wheel drive,2,Midsize,Coupe,32,21,45845
2874,Honda,Accord,2017,regular unleaded,278,6,front wheel drive,2,Midsize,Coupe,28,18,38325
2875,Honda,Accord,2017,regular unleaded,189,4,front wheel drive,4,Midsize,Sedan,32,23,31185
2876,Honda,Civic CRX,1990,regular unleaded,62,4,front wheel drive,2,Compact,2dr Hatchback,44,36,40065
2877,Honda,Civic CRX,1990,regular unleaded,108,4,front wheel drive,2,Compact,2dr Hatchback,30,24,53704
2878,Honda,Civic CRX,1990,regular unleaded,92,4,front wheel drive,2,Compact,2dr Hatchback,32,27,54004
2879,Honda,Civic CRX,1991,regular unleaded,108,4,front wheel drive,2,Compact,2dr Hatchback,30,24,35055
2880,Honda,Civic CRX,1991,regular unleaded,92,4,front wheel drive,2,Compact,2dr Hatchback,33,27,52835
2881,Honda,Civic CRX,1991,regular unleaded,62,4,front wheel drive,2,Compact,2dr Hatchback,44,36,42425
2882,Honda,Civic del Sol,1995,regular unleaded,102,4,front wheel drive,2,Compact,Coupe,37,30,56555
2883,Honda,Civic del Sol,1995,regular unleaded,125,4,front wheel drive,2,Compact,Coupe,32,25,35630
2884,Honda,Civic del Sol,1995,regular unleaded,160,4,front wheel drive,2,Compact,Coupe,27,23,34165
2885,Honda,Civic del Sol,1996,regular unleaded,106,4,front wheel drive,2,Compact,Coupe,35,29,31485
2886,Honda,Civic del Sol,1996,regular unleaded,160,4,front wheel drive,2,Compact,Coupe,27,23,35895
2887,Honda,Civic del Sol,1996,regular unleaded,125,4,front wheel drive,2,Compact,Coupe,33,26,50280
2888,Honda,Civic del Sol,1997,regular unleaded,160,4,front wheel drive,2,Compact,Coupe,27,23,38215
2889,Honda,Civic del Sol,1997,regular unleaded,106,4,front wheel drive,2,Compact,Coupe,35,28,35870
2890,Honda,Civic del Sol,1997,regular unleaded,127,4,front wheel drive,2,Compact,Coupe,33,26,42425
2891,Honda,Civic,2015,regular unleaded,143,4,front wheel drive,4,Compact,Sedan,39,30,26840
2892,Honda,Civic,2015,regular unleaded,143,4,front wheel drive,4,Compact,Sedan,41,31,35330
2893,Honda,Civic,2015,premium unleaded (required),205,4,front wheel drive,4,Compact,Sedan,31,22,43490
2894,Honda,Civic,2015,regular unleaded,110,4,front wheel drive,4,Compact,Sedan,47,44,32210
2895,Honda,Civic,2015,premium unleaded (required),205,4,front wheel drive,2,Compact,Coupe,31,22,42725
2896,Honda,Civic,2015,regular unleaded,143,4,front wheel drive,2,Compact,Coupe,36,28,50580
2897,Honda,Civic,2015,natural gas,110,4,front wheel drive,4,Compact,Sedan,38,27,37140
2898,Honda,Civic,2015,regular unleaded,143,4,front wheel drive,2,Compact,Coupe,38,29,34790
2899,Honda,Civic,2015,regular unleaded,143,4,front wheel drive,4,Compact,Sedan,36,28,30600
2900,Honda,Civic,2015,regular unleaded,143,4,front wheel drive,2,Compact,Coupe,39,30,34025
2901,Honda,Civic,2016,regular unleaded,174,4,front wheel drive,2,Compact,Coupe,41,31,63025
2902,Honda,Civic,2016,regular unleaded,174,4,front wheel drive,4,Midsize,Sedan,42,31,38250
2903,Honda,Civic,2016,regular unleaded,158,4,front wheel drive,4,Midsize,Sedan,40,27,40635
2904,Honda,Civic,2016,regular unleaded,158,4,front wheel drive,4,Midsize,Sedan,41,31,53135
2905,Honda,Civic,2016,regular unleaded,158,4,front wheel drive,2,Compact,Coupe,41,30,3104
2906,Honda,Civic,2016,regular unleaded,158,4,front wheel drive,2,Compact,Coupe,38,26,2862
2907,Honda,Civic,2017,regular unleaded,174,4,front wheel drive,4,Compact,4dr Hatchback,39,30,3433
2908,Honda,Civic,2017,premium unleaded (recommended),180,4,front wheel drive,4,Compact,4dr Hatchback,39,30,3215
2909,Honda,Civic,2017,regular unleaded,174,4,front wheel drive,4,Compact,4dr Hatchback,40,31,3059
2910,Honda,Civic,2017,premium unleaded (recommended),180,4,front wheel drive,4,Compact,4dr Hatchback,36,30,3214
2911,Honda,Civic,2017,regular unleaded,174,4,front wheel drive,4,Midsize,Sedan,42,32,3241
2912,Honda,Civic,2017,regular unleaded,174,4,front wheel drive,2,Compact,Coupe,40,31,2956
2913,Honda,Civic,2017,regular unleaded,174,4,front wheel drive,4,Midsize,Sedan,42,31,3394
2914,Honda,Civic,2017,regular unleaded,158,4,front wheel drive,4,Midsize,Sedan,40,31,2836
2915,Honda,Civic,2017,regular unleaded,158,4,front wheel drive,4,Midsize,Sedan,40,28,2529
2916,Honda,Civic,2017,regular unleaded,158,4,front wheel drive,2,Compact,Coupe,39,30,2577
2917,Honda,Civic,2017,regular unleaded,158,4,front wheel drive,2,Compact,Coupe,39,28,2787
2918,Honda,Civic,2017,regular unleaded,174,4,front wheel drive,2,Compact,Coupe,41,30,3008
2919,Honda,CR-V,2014,regular unleaded,185,4,all wheel drive,4,Compact,4dr SUV,30,22,3156
2920,Honda,CR-V,2014,regular unleaded,185,4,front wheel drive,4,Compact,4dr SUV,31,23,3431
2921,Honda,CR-V,2015,regular unleaded,185,4,all wheel drive,4,Compact,4dr SUV,33,26,3338
2922,Honda,CR-V,2015,regular unleaded,185,4,front wheel drive,4,Compact,4dr SUV,34,27,3138
2923,Honda,CR-V,2016,regular unleaded,185,4,all wheel drive,4,Compact,4dr SUV,31,25,3096
2924,Honda,CR-V,2016,regular unleaded,185,4,front wheel drive,4,Compact,4dr SUV,33,26,3535
2925,Honda,CR-Z,2014,regular unleaded,130,4,front wheel drive,2,Compact,2dr Hatchback,39,36,3733
2926,Honda,CR-Z,2014,regular unleaded,130,4,front wheel drive,2,Compact,2dr Hatchback,38,31,3487
2927,Honda,CR-Z,2015,regular unleaded,130,4,front wheel drive,2,Compact,2dr Hatchback,38,31,3269
2928,Honda,CR-Z,2015,regular unleaded,130,4,front wheel drive,2,Compact,2dr Hatchback,39,36,2843
2929,Honda,CR-Z,2016,regular unleaded,130,4,front wheel drive,2,Compact,2dr Hatchback,38,31,3395
2930,Honda,CR-Z,2016,regular unleaded,130,4,front wheel drive,2,Compact,2dr Hatchback,39,36,3099
2931,Honda,Crosstour,2013,regular unleaded,278,6,front wheel drive,4,Midsize,4dr Hatchback,30,20,3471
2932,Honda,Crosstour,2013,regular unleaded,278,6,all wheel drive,4,Midsize,4dr Hatchback,28,19,3199
2933,Honda,Crosstour,2013,regular unleaded,192,4,front wheel drive,4,Midsize,4dr Hatchback,31,22,2817
2934,Honda,Crosstour,2014,regular unleaded,278,6,front wheel drive,4,Midsize,4dr Hatchback,30,20,3223
2935,Honda,Crosstour,2014,regular unleaded,192,4,front wheel drive,4,Midsize,4dr Hatchback,31,22,3764
2936,Honda,Crosstour,2014,regular unleaded,278,6,all wheel drive,4,Midsize,4dr Hatchback,28,19,3822
2937,Honda,Crosstour,2015,regular unleaded,192,4,front wheel drive,4,Midsize,4dr Hatchback,31,22,3251
2938,Honda,Crosstour,2015,regular unleaded,278,6,all wheel drive,4,Midsize,4dr Hatchback,28,19,3550
2939,Honda,Crosstour,2015,regular unleaded,278,6,front wheel drive,4,Midsize,4dr Hatchback,30,20,3269
2940,Honda,Element,2009,regular unleaded,166,4,all wheel drive,4,Compact,4dr SUV,23,18,4078
2941,Honda,Element,2009,regular unleaded,166,4,front wheel drive,4,Compact,4dr SUV,25,20,3241
2942,Honda,Element,2009,regular unleaded,166,4,front wheel drive,4,Compact,4dr SUV,23,18,3583
2943,Honda,Element,2009,regular unleaded,166,4,all wheel drive,4,Compact,4dr SUV,24,19,3542
2944,Honda,Element,2010,regular unleaded,166,4,all wheel drive,4,Compact,4dr SUV,24,19,3560
2945,Honda,Element,2010,regular unleaded,166,4,front wheel drive,4,Compact,4dr SUV,25,20,2922
2946,Honda,Element,2011,regular unleaded,166,4,all wheel drive,4,Compact,4dr SUV,24,19,3188
2947,Honda,Element,2011,regular unleaded,166,4,front wheel drive,4,Compact,4dr SUV,25,20,3192
2948,Honda,Fit EV,2013,electric,,0,front wheel drive,4,Compact,4dr Hatchback,105,132,3878
2949,Honda,Fit EV,2014,electric,,0,front wheel drive,4,Compact,4dr Hatchback,105,132,3752
2950,Honda,Fit,2015,regular unleaded,130,4,front wheel drive,4,Compact,4dr Hatchback,37,29,3572
2951,Honda,Fit,2015,regular unleaded,130,4,front wheel drive,4,Compact,4dr Hatchback,38,32,3908
2952,Honda,Fit,2015,regular unleaded,130,4,front wheel drive,4,Compact,4dr Hatchback,41,33,2923
2953,Honda,Fit,2016,regular unleaded,130,4,front wheel drive,4,Compact,4dr Hatchback,38,32,2000
2954,Honda,Fit,2016,regular unleaded,130,4,front wheel drive,4,Compact,4dr Hatchback,41,33,2000
2955,Honda,Fit,2016,regular unleaded,130,4,front wheel drive,4,Compact,4dr Hatchback,37,29,2000
2956,Honda,Fit,2017,regular unleaded,130,4,front wheel drive,4,Compact,4dr Hatchback,37,32,18405
2957,Honda,Fit,2017,regular unleaded,130,4,front wheel drive,4,Compact,4dr Hatchback,40,33,21435
2958,Honda,Fit,2017,regular unleaded,130,4,front wheel drive,4,Compact,4dr Hatchback,36,29,15685
2959,Honda,HR-V,2016,regular unleaded,141,4,front wheel drive,4,Compact,4dr SUV,35,28,16085
2960,Honda,HR-V,2016,regular unleaded,141,4,all wheel drive,4,Compact,4dr SUV,32,27,14455
2961,Honda,HR-V,2016,regular unleaded,141,4,front wheel drive,4,Compact,4dr SUV,34,25,14855
2962,Honda,HR-V,2017,regular unleaded,141,4,front wheel drive,4,Compact,4dr SUV,34,28,18805
2963,Honda,HR-V,2017,regular unleaded,141,4,all wheel drive,4,Compact,4dr SUV,31,27,14880
2964,Honda,HR-V,2017,regular unleaded,141,4,front wheel drive,4,Compact,4dr SUV,33,25,16110
2965,Honda,Insight,2012,regular unleaded,98,4,front wheel drive,4,Compact,4dr Hatchback,44,41,18830
2966,Honda,Insight,2013,regular unleaded,98,4,front wheel drive,4,Compact,4dr Hatchback,44,41,15810
2967,Honda,Insight,2014,regular unleaded,98,4,front wheel drive,4,Compact,4dr Hatchback,44,41,14580
2968,Honda,Odyssey,2015,regular unleaded,248,6,front wheel drive,4,Large,Passenger Minivan,28,19,18530
2969,Honda,Odyssey,2016,regular unleaded,248,6,front wheel drive,4,Large,Passenger Minivan,28,19,21460
2970,Honda,Passport,2000,regular unleaded,205,6,rear wheel drive,4,Midsize,4dr SUV,18,15,15660
2971,Honda,Passport,2000,regular unleaded,205,6,four wheel drive,4,Midsize,4dr SUV,19,14,19420
2972,Honda,Passport,2000,regular unleaded,205,6,rear wheel drive,4,Midsize,4dr SUV,19,15,21610
2973,Honda,Passport,2000,regular unleaded,205,6,four wheel drive,4,Midsize,4dr SUV,18,15,14430
2974,Honda,Passport,2001,regular unleaded,205,6,four wheel drive,4,Midsize,4dr SUV,19,15,14130
